url,source_pages,http_status,final_url,request_error,interpretation,follow_up
https://www.pottersfishnthings.co.uk/,/the-best-bude-restaurants/,200,https://www.pottersfishnthings.co.uk/,,HTTP success; content relevance not certified,
https://www.quba.com/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.quba.com/,,HTTP success; content relevance not certified,
https://www.rebelcinema.co.uk/,/bude-whats-on-guide-october-half-term-2024/; /top-holiday-ideas-bude/,403,https://www.rebelcinema.co.uk/,,uncertain; manual check,Access denied may be bot protection; do not assume destination is broken
https://www.rhs.org.uk/gardens/rosemoor/whats-on/rosemoor-glow,/christmas-in-bude-2025/,404,https://www.rhs.org.uk/gardens/rosemoor/whats-on/rosemoor-glow,,confirmed missing response during audit,
https://www.rhs.org.uk/gardens/rosemoor?utm_source=google&utm_medium=cpc&utm_campaign=20406277102&utm_adgroup=&utm_term=&utm_content=&gad_source=1&gclid=CjwKCAjwnei0BhB-EiwAA2xuBkZA-UbgEJDQcVup9UnlJorvOt0xQw05gtyAiS1Wy9Bk2lEGSx1dKRoCpCgQAvD_BwE&gclsrc=aw.ds,/bude-whats-on-guide-october-half-term-2024/,404,https://www.rhs.org.uk/gardens/rosemoor?utm_source=google&utm_medium=cpc&utm_campaign=20406277102&utm_adgroup=&utm_term=&utm_content=&gad_source=1&gclid=CjwKCAjwnei0BhB-EiwAA2xuBkZA-UbgEJDQcVup9UnlJorvOt0xQw05gtyAiS1Wy9Bk2lEGSx1dKRoCpCgQAvD_BwE&gclsrc=aw.ds,,confirmed missing response during audit,
https://www.royalnorthdevongolfclub.co.uk/,/tee-off-in-bude-and-enjoy-a-perfect-cornish-golfing-getaway/,200,https://www.royalnorthdevongolfclub.co.uk/,,HTTP success; content relevance not certified,
https://www.saltrock.com/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.saltrock.com/,,HTTP success; content relevance not certified,
https://www.saltwatersafari.co.uk/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.saltwatersafari.co.uk/,,HTTP success; content relevance not certified,
https://www.sandymouthcafe.co.uk/,/places-to-eat-in-bude/,,,TypeError: fetch failed,hostname lookup failed independently,DNS ENOTFOUND confirmed during audit
https://www.skernlodge.com/,/top-holiday-ideas-bude/,200,https://www.skernadventure.co.uk/,,HTTP success; content relevance not certified,
https://www.southwestcoastpath.org.uk/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/; /bude-whats-on-guide-october-half-term-2024/; /discover-the-best-glamping-spots-in-cornwall-for-2025/; /our-brand-new-yurts-are-now-open/,403,https://www.southwestcoastpath.org.uk/,,uncertain; manual check,Access denied may be bot protection; do not assume destination is broken
https://www.st-nectansglen.co.uk/,/things-to-do-in-bude/; /wild-swimming-delights-near-woodlands-manor-farm/,,,TimeoutError: The operation was aborted due to timeout,uncertain; manual check,HTTP crawl timed out; official site was separately reachable through web lookup
https://www.swlakestrust.org.uk/tamar,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.swlakestrust.org.uk/tamar,,HTTP success; content relevance not certified,
https://www.teyluglass.co.uk/,/things-to-do-in-bude/,,,TypeError: fetch failed,hostname lookup failed independently,DNS ENOTFOUND confirmed during audit
https://www.teyrfineart.co.uk/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.teyrfineart.co.uk/,,HTTP success; content relevance not certified,
https://www.the-unthanks.com/,/bude-literary-festival-2026/,200,https://www.the-unthanks.com/,,HTTP success; content relevance not certified,
https://www.thebankatbude.com/,/the-best-bude-restaurants/,200,https://thebankatbude.com/,,HTTP success; content relevance not certified,
https://www.thebigsheep.co.uk/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/; /bude-whats-on-guide-october-half-term-2024/; /top-holiday-ideas-bude/,200,https://thebigsheep.co.uk/,,HTTP success; content relevance not certified,
https://www.thebushinnmorwenstow.com/,/bush-inn-morwenstow-best-pub-cornwall/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/; /top-holiday-ideas-bude/,200,https://www.thebushinnmorwenstow.com/,,HTTP success; content relevance not certified,
https://www.thebushinnmorwenstow.com/https://www.thebushinnmorwenstow.com/,/the-best-bude-restaurants/,404,https://www.thebushinnmorwenstow.com/https:/www.thebushinnmorwenstow.com,,confirmed missing response during audit,
https://www.thecastlebude.co.uk/,/places-to-eat-in-bude/; /things-to-do-in-bude/; /shopping-in-bude-unique-gifts-and-independent-stores/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/; /bude-whats-on-guide-october-half-term-2024/,200,https://www.thecastlebude.co.uk/,,HTTP success; content relevance not certified,
https://www.thecastlebude.co.uk/an-enchanted-christmas/,/christmas-in-bude-2025/,404,https://www.thecastlebude.co.uk/an-enchanted-christmas/,,confirmed missing response during audit,
https://www.thecastlebude.co.uk/events-at-the-castle-bude/,/bude-whats-on-guide-october-half-term-2024/,404,https://www.thecastlebude.co.uk/events-at-the-castle-bude/,,confirmed missing response during audit,
https://www.thekitchenfront.co.uk/,/bude-whats-on-guide-october-half-term-2024/,200,https://www.thekitchenfront.co.uk/,,HTTP success; content relevance not certified,
https://www.themilkyway.co.uk/,/things-to-do-in-bude/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/; /bude-whats-on-guide-october-half-term-2024/; /top-holiday-ideas-bude/,200,https://themilkyway.co.uk/,,HTTP success; content relevance not certified,
https://www.theoldsmithyinn.co.uk/,/top-holiday-ideas-bude/,200,https://theoldsmithyinn.co.uk/,,HTTP success; content relevance not certified,
https://www.thetimes.com/travel/destinations/uk-travel/best-beaches-uk-b5b2krtp7,/summerleaze-beach-top-20-uk-beach-l/,200,https://www.thetimes.com/travel/destinations/uk-travel/best-beaches-uk-2026-c5pfh873g,,HTTP success; content relevance not certified,
https://www.trespass.com/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.trespass.com/,,HTTP success; content relevance not certified,
https://www.tripadvisor.co.uk/Attractions-g186234-Activities-c61-Cornwall_England.html,/discover-the-best-glamping-spots-in-cornwall-for-2025/,403,https://www.tripadvisor.co.uk/Attractions-g186234-Activities-c61-Cornwall_England.html,,uncertain; manual check,Access denied may be bot protection; do not assume destination is broken
https://www.tripadvisor.com/Hotel_Review-g190804-d1676332-Reviews-Woodlands_Manor_Farm-Bude_Bude_Stratton_Cornwall_England.html,/,403,https://www.tripadvisor.com/Hotel_Review-g190804-d1676332-Reviews-Woodlands_Manor_Farm-Bude_Bude_Stratton_Cornwall_England.html,,uncertain; manual check,Access denied may be bot protection; do not assume destination is broken
https://www.visitbude.info/,/summerleaze-beach-top-20-uk-beach-l/,200,https://www.visitbude.info/,,HTTP success; content relevance not certified,
https://www.visitbude.info/beaches/crooklets-beach/,/summerleaze-beach-top-20-uk-beach-l/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitbude.info/beaches/crooklets-beach/,,HTTP success; content relevance not certified,
https://www.visitbude.info/beaches/sandymouth-beach/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitbude.info/beaches/sandymouth-beach/,,HTTP success; content relevance not certified,
https://www.visitbude.info/beaches/summerleaze-beach/,/summerleaze-beach-top-20-uk-beach-l/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitbude.info/beaches/summerleaze-beach/,,HTTP success; content relevance not certified,
https://www.visitbude.info/directory/the-merchantman/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.visitbude.info/directory/the-merchantman/,,HTTP success; content relevance not certified,
https://www.visitbude.info/dog-friendly-beaches-in-bude/,/dog-friendly-holiday-cottages-bude/; /summerleaze-beach-top-20-uk-beach-l/; /top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitbude.info/dog-friendly-beaches-in-bude/,,HTTP success; content relevance not certified,
https://www.visitbude.info/event/breaking-out-art-exhibition/2024-10-26/,/bude-whats-on-guide-october-half-term-2024/,404,https://www.visitbude.info/event/breaking-out-art-exhibition/2024-10-26/,,confirmed missing response during audit,
https://www.visitbude.info/event/christmas-day-swim/2025-12-25/,/christmas-in-bude-2025/,200,https://www.visitbude.info/events/,,HTTP success; content relevance not certified,
https://www.visitbude.info/event/circus-funtasia/2024-10-28/,/bude-whats-on-guide-october-half-term-2024/,404,https://www.visitbude.info/event/circus-funtasia/2024-10-28/,,confirmed missing response during audit,
https://www.visitbude.info/event/open-studio/,/bude-whats-on-guide-october-half-term-2024/,410,https://www.visitbude.info/event/open-studio/,,confirmed missing response during audit,
https://www.visitbude.info/event/the-best-of-grohl-the-carriers-inn-bude/,/bude-whats-on-guide-october-half-term-2024/,404,https://www.visitbude.info/event/the-best-of-grohl-the-carriers-inn-bude/,,confirmed missing response during audit,
https://www.visitbude.info/event/the-falcon-hotel-christmas-carols-with-the-bude-metric-brass-band/,/christmas-in-bude-2025/,200,https://www.visitbude.info/events/,,HTTP success; content relevance not certified,
https://www.visitbude.info/events/heritage-festival/,/exciting-events-aplenty-in-bude-this-summer/,404,https://www.visitbude.info/events/heritage-festival/,,confirmed missing response during audit,
https://www.visitbude.info/events/month/2024-10/,/bude-whats-on-guide-october-half-term-2024/,404,https://www.visitbude.info/events/month/2024-10/,,confirmed missing response during audit,
https://www.visitbude.info/exploring-the-bude-canal/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitbude.info/exploring-the-bude-canal/,,HTTP success; content relevance not certified,
https://www.visitbude.info/new-events/,/exciting-events-aplenty-in-bude-this-summer/,200,https://www.visitbude.info/events/,,HTTP success; content relevance not certified,
https://www.visitbude.info/organiser/North_Coast_Arts/,/exciting-events-aplenty-in-bude-this-summer/,404,https://www.visitbude.info/organiser/North_Coast_Arts/,,confirmed missing response during audit,
https://www.visitbude.info/stay/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitbude.info/stay/,,HTTP success; content relevance not certified,
https://www.visitbude.info/visit/things-to-do/art-craft/,/bude-whats-on-guide-october-half-term-2024/,200,https://www.visitbude.info/visit/things-to-do/art-craft/,,HTTP success; content relevance not certified,
https://www.visitbude.info/visit/walks-guides/,/christmas-in-bude-2025/,200,https://www.visitbude.info/visit/walks-guides/,,HTTP success; content relevance not certified,
https://www.visitbude.info/walks-guides/bude-wwii-heritage-trail/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitbude.info/walks-guides/bude-wwii-heritage-trail/,,HTTP success; content relevance not certified,
https://www.visitcornwall.com/,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.visitcornwall.com/,,HTTP success; content relevance not certified,
https://www.visitcornwall.com/beaches/lifeguards-seasonal/north-coast/bude/summerleaze-beach,/our-brand-new-yurts-are-now-open/,200,https://www.visitcornwall.com/things-to-do/beaches/summerleaze-beach,,HTTP success; content relevance not certified,
https://www.visitcornwall.com/boscastle,/things-to-do-in-bude/,404,https://www.visitcornwall.com/boscastle,,confirmed missing response during audit,
https://www.visitcornwall.com/destinations/padstow,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitcornwall.com/destinations/padstow,,HTTP success; content relevance not certified,
https://www.visitcornwall.com/destinations/polzeath,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitcornwall.com/destinations/polzeath,,HTTP success; content relevance not certified,
https://www.visitcornwall.com/things-to-do/beaches/widemouth-bay-beach,/summerleaze-beach-top-20-uk-beach-l/,200,https://www.visitcornwall.com/things-to-do/beaches/widemouth-bay-beach,,HTTP success; content relevance not certified,
https://www.visitdevon.co.uk/northdevon/explore/villages-towns/hartland-peninsula/,/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,200,https://www.visitdevon.co.uk/northdevon/explore/villages-towns/hartland-peninsula/,,HTTP success; content relevance not certified,
https://www.visitwestwardho.co.uk/Westward-Ho!-Rock-Sea-Pool,/wild-swimming-delights-near-woodlands-manor-farm/,200,https://www.visitwestwardho.co.uk/Westward-Ho!-Rock-Sea-Pool,,HTTP success; content relevance not certified,
https://www.welcombepottery.co.uk/,/top-holiday-ideas-bude/,200,https://www.welcombepottery.co.uk/,,HTTP success; content relevance not certified,
https://www.wigwamholidays.com/news/glamping-in-cornwall-destination-spotlight,/discover-the-best-glamping-spots-in-cornwall-for-2025/,200,https://www.wigwamholidays.com/news/glamping-in-cornwall-destination-spotlight,,HTTP success; content relevance not certified,
https://www.wildswimming.co.uk/map/golitha-falls/,/wild-swimming-delights-near-woodlands-manor-farm/,200,https://www.wildswimming.co.uk/map/golitha-falls/,,HTTP success; content relevance not certified,
https://www.woolsery.com/pub,/the-best-bude-restaurants/,404,https://woolsery.com/pub,,confirmed missing response during audit,
https://www.wroes.co.uk/,/shopping-in-bude-unique-gifts-and-independent-stores/,200,https://www.wroes.co.uk/,,HTTP success; content relevance not certified,
