old_path,discovery_source,preview_first_status,preview_final_status,preview_final_url,live_final_url_if_checked,proposed_destination,priority,action
/terms/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/terms-conditions/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/the-best-bude-restaurants/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-best-bude-restaurants/,,,verified,Preserve working URL and content
/the-little-extras/,live page sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-little-extras/,,,verified,Preserve working URL and content
/the-little-extras/screenshot-2024-04-24-at-13-57-53/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-little-extras/screenshot-2024-04-24-at-13-57-53/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/04/Screenshot-2024-04-24-at-13.57.53.png,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/the-little-extras/sherpa_-cornwall-cycle-bike-at-cape-cornwall-989893-500px/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-little-extras/sherpa_-cornwall-cycle-bike-at-cape-cornwall-989893-500px/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/04/Sherpa_-Cornwall-Cycle-Bike-at-Cape-Cornwall-989893-500px.jpg,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/the-magic-of-feed-the-animals/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/the-magic-of-feed-the-animals/,,,verified,Preserve working URL and content
/things-to-do-in-bude/,live page sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,,,verified,Preserve working URL and content
/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/,,,verified,Preserve working URL and content
/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/_wp_link_placeholder,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/_wp_link_placeholder/,https://woodlandsmanorfarm.co.uk/top-10-reasons-why-bude-is-perfect-for-family-holidays-in-cornwall/_wp_link_placeholder,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/top-holiday-ideas-bude/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/top-holiday-ideas-bude/,,,verified,Preserve working URL and content
/westward-ho-sea-pool-730x480/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/westward-ho-sea-pool-730x480/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/05/Westward-Ho-Sea-pool-730x480-1.jpg,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/what-to-do-woodlands/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/what-to-do-woodlands/,https://woodlandsmanorfarm.co.uk/about-woodlands-manor-farm-holiday-cottages-with-a-pool/,/about-woodlands-manor-farm-holiday-cottages-with-a-pool/,before launch,Add permanent redirect matching current live destination
/whats-on-in-bude-cornwall-february-half-term/,configured redirect; live post sitemap,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/news/,,/whats-on-in-bude-cornwall-february-half-term/,before launch,"Restore original article (preferred), or consolidate substantive content deliberately; repair sitemap/cards"
/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-16-08-50-1/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-16-08-50-1/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/02/Screenshot-2024-02-04-at-16.08.50-1.webp,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-16-35-31/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-16-35-31/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/02/Screenshot-2024-02-04-at-16.35.31.webp,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-16-50-33/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-16-50-33/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/02/Screenshot-2024-02-04-at-16.50.33.webp,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-16-53-27/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-16-53-27/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/02/Screenshot-2024-02-04-at-16.53.27.webp,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-17-00-23/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-17-00-23/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/02/Screenshot-2024-02-04-at-17.00.23.webp,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-21-49-04/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-04-at-21-49-04/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/02/Screenshot-2024-02-04-at-21.49.04.webp,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-05-at-18-34-13-1/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/whats-on-in-bude-cornwall-february-half-term/screenshot-2024-02-05-at-18-34-13-1/,https://woodlandsmanorfarm.co.uk/wp-content/uploads/2024/02/Screenshot-2024-02-05-at-18.34.13-1.webp,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/widemouth-bay/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/wild-swimming-delights-near-woodlands-manor-farm/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/wild-swimming-delights-near-woodlands-manor-farm/,,,verified,Preserve working URL and content
/win-a-weekend-at-woodlands-manor-farm/,live post sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/win-a-weekend-at-woodlands-manor-farm/,,,owner decision,"Decide closed archive, relevant successor, or intentional 404/410 after checking traffic and links"
/woodlands-manor-farm-local-beaches/,configured redirect; live post sitemap,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/things-to-do-in-bude/,,/woodlands-manor-farm-local-beaches/,before launch,"Restore original article (preferred), or consolidate substantive content deliberately; repair sitemap/cards"
/woodlands-manor-farm-wins-6-booking-com-traveller-choice-awards/,live post sitemap,200,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/woodlands-manor-farm-wins-6-booking-com-traveller-choice-awards/,,,verified,Preserve working URL and content
/woodlands-manor-farm-wins-a-tripadvisor-travellers-choice-award-2026/,live post sitemap,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/woodlands-manor-farm-wins-a-tripadvisor-travellers-choice-award-2026/,,/woodlands-manor-farm-wins-a-tripadvisor-travellers-choice-award-2026/,before launch,Restore missing June 2026 award article at original URL
/woodlands-manor-house/,live content link,404,404,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/woodlands-manor-house/,https://woodlandsmanorfarm.co.uk/the-manor-house/,,review,"Review old source relevance; preserve, redirect to equivalent content, or record intentional retirement"
/wp-content/uploads/2023/01/2023-Menu.pdf,legacy asset/sitemap probe,404,404,,,/menus/private-chef-menu.pdf,before launch,Confirm replacement menu; add permanent redirect if equivalent
/wp-content/uploads/2023/11/woodlands-beauty-treatments.pdf,legacy asset/sitemap probe,404,404,,,,review,Preserve/map useful asset or record intentional retirement; not a full legacy media inventory
/wp-content/uploads/2024/05/Screenshot-2024-05-02-at-11.05.16.png,legacy asset/sitemap probe,404,404,,,,review,Preserve/map useful asset or record intentional retirement; not a full legacy media inventory
/yurts-bude/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/yurts/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
/yurts-devon/,configured redirect,301,200,https://woodlands-manor-farm.woodlands-manor-farm.workers.dev/yurts/,,,verified,Existing redirect reaches 200; confirm destination remains equivalent
